chatbot_sid,time,user_id,message_count,axis1,axis2,axis3,overall_score,category_tags,discovery_tags,issue_tags,tags,reasoning
"faf57c83-01a3-4a1a-ae2e-71069ce284fd","","1",6,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"228591a7-a679-479e-92a5-a02e2d97f8ff","","30490400",5,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e2d4b1c9-60c8-4524-bc8b-93273177fc90","","1",5,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1abc6439-cfda-42b7-b758-71a55492092a","","1",6,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1e952095-9613-4070-bf3b-c29110305bc4","","1",15,1,1,1,1,"","","Error","Error","Error: read ECONNRESET"
"29d7f451-0613-415f-a234-87c941e25e91","","30781184",6,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: read ECONNRESET"
"5e45a544-12cf-49ba-a02c-2fa04ebfe965","","1",5,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: read ECONNRESET"
"065583ef-3b2a-4d33-acf0-46aa9f15c2a4","","1",7,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: read ECONNRESET"
"904420ca-09c9-46fe-a9cd-11fe62bc8dd4","","1",4,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"0e96ac57-2f20-40ce-8a1f-9d32a915a71a","","1",6,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"a6792f2d-d536-4973-92c4-00f7a539d283","","1",4,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: read ETIMEDOUT"
"6ce5ceae-4cca-464f-a887-a3ac9ecff699","","1",26,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"414c90c2-22fb-4d44-ad16-68d0c7102ed4","","1",16,1,1,1,2,"Academic | Not Math/Science | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored | Gone Exception","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored | Gone Exception","The session is academic with mixed subjects including history and science, and includes speech-to-text and slotfill modalities. The bot failed to respond twice with no text, and pushed inappropriate TEST_PREP templates outside the valid scope despite user corrections, leading to unresolved user intent. These critical failures reduce goal resolution and technical reliability scores, and user sentiment indicates implicit frustration."
"633290d6-6b23-4a20-8b0b-fa587686c703","","30785158",25,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored | Context Handling Failure","Slotfill | Unwanted Template Push | Correction Ignored | Context Handling Failure","The session is academic with multiple practice question requests and named resources, but the bot repeatedly failed to handle user context properly and pushed inappropriate test-prep templates. The initial no-response bot turn and ignored user corrections further degrade the experience. These failures justify low scores on goal resolution, reliability, and user sentiment."
"1788d4cd-1167-4bd5-845e-88a709b25cd1","","1",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with multiple requests for important questions and derivations in physics class 12. The bot failed to respond initially, then pushed out-of-scope test-prep templates instead of direct answers, refused to provide a full derivation, and ignored the user's re-asks, resulting in multiple critical and moderate failures. These issues significantly lowered goal resolution and technical reliability, with implicit user frustration reflected in the sentiment score."
"6604da54-7189-4d95-a586-f745b64433c7","","1",33,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure","The session is academic with multiple practice question requests and SSC board context. The bot repeatedly ignored user corrections about board and class, pushing CBSE-specific TEST_PREP templates inappropriate for SSC, causing multiple critical failures including context handling and correction ignored. These failures severely impacted goal resolution and technical reliability, and user sentiment was low due to frustration."
"8e0e8c85-01a1-44f3-8257-d3085cbbdca8","","30469846",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on CBSE class 8 math practice questions and a named chapter. The bot failed to respond initially and then repeatedly pushed a slotfill template that did not fully satisfy the user's request for a complete question paper, ignoring the user's correction and re-ask. These failures justify low scores on goal resolution, technical reliability, and user sentiment."
"9045be93-6358-4033-83cc-b7519581a6ea","","1",4,1,1,1,2,"Academic | Non-CBSE Board | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored","The session is academic with a non-CBSE board user requesting chapter question answers. The bot failed by initially not responding, then pushing an out-of-scope CBSE test-prep template despite the user specifying RBSE board, ignoring the user's correction. These failures severely impacted goal resolution and technical reliability, causing user frustration."
"0542a2a4-0406-457c-a408-0dde1e99dc4f","","1",37,1,1,1,2,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with multiple requests for practice questions across social studies subjects. The bot repeatedly pushed inappropriate slotfill templates (Type: TEST_PREP) outside the valid CBSE math/science scope, constituting Unwanted Template Push. Additionally, the user corrected answers multiple times but the bot failed to fully resolve these corrections, indicating Correction Ignored. These critical issues reduce goal resolution and technical reliability scores."
"e5c6a25e-56aa-4fcd-a0e9-fa1565f7f4bd","","30784467",15,1,1,1,2,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with multiple requests for practice questions and comprehension help, including image uploads and speech-to-text inputs. The bot repeatedly uses test-prep templates inappropriate for the subject and user intent, causing user frustration and repeated re-asks. This results in moderate to severe goal resolution and reliability issues, with user sentiment reflecting implicit dissatisfaction."
"c892cba6-dd1b-421a-b4fb-577266e23bbf","","1",12,1,1,1,2,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with practice question requests and speech-to-text input, but the bot repeatedly pushed test-prep templates that did not match the user's intent for direct answers, causing user frustration and repeated corrections. This led to multiple failures including unwanted template push and correction ignored, lowering goal resolution and reliability scores."
"a1bbd8e5-db40-4b79-9f6a-91bfb84f8b30","","1",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with a focus on math practice questions from specific named resources and includes speech-to-text and slotfill modalities. The bot failed to respond initially and then pushed an inappropriate test-prep template despite the user's repeated clarifications, resulting in ignored corrections and an unresolved user intent. These failures justify low scores on goal resolution, technical reliability, and user sentiment."
"39213ccd-d59b-4e8a-bdd1-4fd4930ea1ce","","30785031",4,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","Slotfill | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","The bot failed to properly handle the user's correction about the non-CBSE board and pushed a CBSE-specific TEST_PREP quiz, which is out-of-scope and unwanted. The initial bot silence also counts as a failure. The user re-asked or corrected the bot's misunderstanding but the bot ignored it, causing frustration and poor resolution."
"7137c27f-5afe-49ce-b0b5-6c4f6be5be17","","1",15,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with chemistry practice questions requested, but the bot repeatedly pushed inappropriate TEST_PREP templates instead of direct answers, ignoring the user's correction and re-asks. This caused moderate failure in goal resolution and technical reliability, with some user frustration implied by repeated re-asks."
"1a1070ed-1c97-403f-90c7-dd96662a4366","","30784704",17,1,1,1,2,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic focused on SST chapter explanations and practice questions. The bot refused to solve problems fully and pushed out-of-scope TEST_PREP templates for a non-math/science subject, causing unwanted template push. The user corrected the bot's explanation but the bot failed to fully address the confusion, resulting in correction ignored and moderate user frustration."
"852a775c-c697-4fc0-8689-3aea89fbb6d2","","1",7,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","Slotfill | Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","The session is academic with math practice questions and slotfill templates. The initial bot silence caused a Gone Exception. The bot repeatedly pushed structured TEST_PREP templates when the user likely wanted direct answers, causing Unwanted Template Push and Correction Ignored. The bot also failed to fully respect the user's stated class context, causing Context Handling Failure. These combined issues significantly lowered goal resolution and reliability, with user sentiment showing implicit frustration."
"e0df08fa-deb2-4e4c-bf9a-a67c5900459b","","1",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Context Handling Failure","Slotfill | Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Context Handling Failure","The session is academic with exam preparation focus and specific chapters named, but the bot failed to handle the user's non-CBSE board context and ignored corrections about chapters. The bot also inappropriately pushed a TEST_PREP template outside the valid scope, resulting in multiple critical issues and lowered scores. User sentiment indicates implicit frustration due to repeated corrections and ignored context."
"3d0078d9-02f9-45d1-8960-77c8609d4e8f","","1",6,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with a focus on math practice questions for the integers chapter, including speech-to-text and slotfill usage. However, the bot failed to respond initially, then pushed test-prep templates that did not align with the user's intent for direct explanations, leading to repeated user re-asks and ignored corrections. These failures justify low scores on goal resolution, reliability, and user sentiment."
"4342a724-2b67-4b5a-94db-7d8fcd401e80","","1",10,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on practice questions for a specific chapter in math. However, the bot fails to respond initially, then repeatedly pushes a structured TEST_PREP template despite user requests for direct quiz questions and explanations, ignoring user corrections and reframes. These failures reduce goal resolution and reliability, and user sentiment indicates implicit frustration."
"376911fb-2c8d-42f9-a956-4f82d780fe5d","","1",13,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with multiple practice question requests and image uploads. The bot used slotfill templates (TEST_PREP) but the user wanted direct answers and clarifications, leading to unwanted template pushes and refusals. The user re-asked for answers multiple times without satisfactory resolution, causing correction ignored issues and lowering user satisfaction."
"dbcd3b02-d08c-468a-9f65-3863d1f29daf","","30784647",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with user requests for class 11 math practice questions, but the bot failed to respond initially and then repeatedly pushed an inappropriate TEST_PREP slotfill format that did not resolve the user's intent. The user re-asked the same request multiple times without relief, indicating ignored corrections. These failures severely impacted goal resolution and technical reliability, with moderate user frustration."
"6b9b9900-c08e-4b58-9c76-264e4d836e16","","30619084",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on class 10 science revision and practice questions, but the bot failed to properly address the user's learning intent by pushing an inappropriate TEST_PREP template and ignoring the user's re-asks. Additionally, the initial bot turn was empty despite user input, indicating a failure to respond. These issues lowered the goal resolution and technical reliability scores, and the user's repeated re-asks suggest some frustration."
"3d8bedf0-4d52-487b-abeb-20bc17b239ff","","1",11,1,1,1,2,"Academic | Not Math/Science | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push | Correction Ignored | Context Handling Failure","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored | Context Handling Failure","The session is academic with Hindi language and some math question requests, involving image uploads and slotfill flows. The bot failed initially by not responding, lost context by re-asking for info already given, and pushed an out-of-scope TEST_PREP template for math questions, which was unwanted. These critical and moderate failures reduce goal resolution and reliability, and the user showed implicit frustration by re-asking."
"3e01dbb9-bca4-4505-b242-d1c40f24fa1d","","1",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Class Mismatch | Correction Ignored | Completion Refusal","Slotfill | Unwanted Template Push | Class Mismatch | Correction Ignored | Completion Refusal","The session is academic with a focus on practice questions and a specific chapter. The bot failed to address the user's class 6 assignment request properly, pushing an out-of-scope test-prep template for class 9 and refusing to complete the assignment. The initial no-response bot turn and ignored user correction further degrade the experience, resulting in low scores."
"2b2c2aa5-ba28-46b5-879f-67cda56c8d8a","","30784434",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on practice questions for a named chapter. The bot failed to respond initially, causing a Gone Exception, and repeatedly pushed structured TEST_PREP templates despite the user's implicit request for direct MCQs, leading to Unwanted Template Push and Correction Ignored. These failures lowered the goal resolution and reliability scores, and the user's re-asks indicate frustration."
"ec8e6d8a-ddb1-4e88-9a82-8e075faabaaf","","1",11,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure","The session is academic with a focus on math exam preparation for a non-CBSE state board user. The bot repeatedly pushes CBSE-specific TEST_PREP templates despite user corrections, showing context handling failures and ignoring user corrections. The initial bot silence and multiple out-of-scope template pushes significantly degrade the user experience and resolution."
"d73c7a60-b1d4-4ada-80ee-a88d7e890b0c","","1",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on practice questions and uses slotfill templates referencing a specific CBSE resource. However, the bot's use of a TEST_PREP slotfill was inappropriate for the user's intent, leading to an unwanted template push. The bot also failed to respond initially and ignored the user's correction, resulting in multiple critical issues and low scores."
"410e24ef-6585-4202-86a2-f4c4cc9d7785","7/5/2026, 7:42:10 PM","1",9,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Gone Exception","Slotfill | Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Gone Exception","The session is academic with practice question requests but the user explicitly asked for IIT-level (non-CBSE) content. The bot incorrectly pushed CBSE class 6 Type: TEST_PREP slotfill, ignoring the user's corrections and failing to respond at one point. This caused multiple critical failures including unwanted template push, level/board mismatch, correction ignored, and a gone exception, resulting in very low axis scores and partial user frustration."
"741962cb-7a6f-4073-af42-c52871cf9308","","1",19,1,1,1,2,"Academic | Image Upload | Slotfill","","Unwanted Template Push | Blurry / Unclear Image | Correction Ignored","Slotfill | Image Upload | Unwanted Template Push | Blurry / Unclear Image | Correction Ignored","The session is academic with multiple image uploads and slotfill usage. The bot incorrectly pushed a TEST_PREP template outside its valid scope and failed to fully address the user's correction about angle pairs. Additionally, the bot noted image quality issues, which affected clarity. These issues lowered goal resolution and reliability, and the user showed implicit frustration."
"985c400a-5637-4376-9cdf-778c9c7ac495","","1",13,1,1,1,2,"Academic | Non-CBSE Board | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Image Gone Exception","The session is academic with multiple modality tags including image upload and speech-to-text. The bot failed to respond on some turns after image uploads, causing an Image Gone Exception. It also pushed out-of-scope TEST_PREP content for a non-CBSE board user, triggering Unwanted Template Push and Level/Board Mismatch. The user repeatedly corrected the bot without satisfactory resolution, resulting in Correction Ignored. These critical failures justify low scores on all axes."
"10ca9236-3850-469b-bd60-736801d9ec55","","1",9,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored | Context Handling Failure","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored | Context Handling Failure","The session is academic with a focus on science practice questions and includes speech-to-text and slotfill modalities. However, the bot repeatedly lost context by re-asking for information already provided and ignored user corrections, culminating in an inappropriate test-prep template push that did not match the user's intent. These critical failures severely impacted goal resolution and technical reliability, with some user frustration evident."
"ad0384fe-05c4-43ad-ba34-d70acda65d27","","1",5,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch","Slotfill | Unwanted Template Push | Level/Board Mismatch | Class Mismatch","The session is academic with math practice requests, but the user explicitly stated a non-CBSE board and class 9, while the bot pushed CBSE TEST_PREP content for classes 6 and 7, causing multiple mismatches and an unwanted template push. Additionally, the initial bot turn failed to respond, causing a gone exception. These critical failures severely impacted goal resolution and reliability, and the user re-asked indicating frustration."
"376ec471-7429-4d48-9d98-43708e3dba7b","","30779624",7,1,1,1,2,"Academic | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with math exam preparation involving NCERT Class 9 content and includes image and speech-to-text modalities. The bot incorrectly used a TEST_PREP template outside its valid scope, ignored user corrections, and had an initial no-response turn despite image input. These failures significantly impacted goal resolution and technical reliability, with user sentiment showing implicit frustration."
"6932acac-3944-4825-bf2b-90c3e3884410","7/5/2026, 8:13:56 PM","30774504",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","The session is academic with a focus on science practice questions and explanations, including speech-to-text and slotfill usage. The bot repeatedly forgot or ignored user-provided context about class and chapters, and pushed an out-of-scope TEST_PREP slotfill template instead of direct answers. The user reframed requests due to incomplete responses, resulting in multiple failure tags and a low score."
"515cd16a-1f4a-4e65-8ea7-727f76c43e44","","30677960",9,1,1,1,2,"Academic | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is an academic chemistry and biology study help conversation involving chapter 5 and assertion–reason questions with image uploads and speech-to-text input. The bot incorrectly used a TEST_PREP template for concept explanation questions, which is out-of-scope, and failed to provide direct answers despite user corrections, resulting in unwanted template push and correction ignored issues. These failures lowered goal resolution and technical reliability scores, and the user sentiment indicates some implicit frustration."
"aee4ba8f-93df-4d56-8e29-5428f0666e0e","","1",18,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with multiple modalities including image uploads and speech-to-text. The bot incorrectly pushed a TEST_PREP template outside the valid scope and failed to adapt after repeated user clarifications, resulting in ignored corrections. Additionally, the initial bot turn was empty despite user input, causing an image gone exception and lowering overall quality."
"f92a785f-0955-4523-8072-ca03ed83c6b3","","30755385",11,1,1,1,2,"Academic | Non-CBSE Board | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored","The session is academic with multiple modality tags and a non-CBSE board explicitly named. The bot incorrectly used a TEST_PREP slotfill out of scope for the user's board and failed to correct its initial irrelevant summary despite user re-asks, causing multiple critical issues. These failures significantly reduce goal resolution and reliability, with user sentiment indicating implicit frustration."
"869277c9-e7a1-49bc-9ebe-9d072c2dd366","7/5/2026, 1:16:15 PM","1",10,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored","The session is academic with multiple practice question requests and explicit ICSE board mention. The bot repeatedly pushed CBSE-focused TEST_PREP slotfill content despite the user specifying ICSE, causing a level/board mismatch and unwanted template push. The user re-asked similar questions after unsatisfactory bot replies, indicating correction ignored and resulting in low goal resolution and user sentiment scores."
"eea7440d-53c9-462a-a25c-71c07fa684e8","","30640521",8,1,1,1,2,"Academic | Not Math/Science | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic focused on French language learning with some math references. The bot failed by pushing an out-of-scope test-prep template and ignoring user corrections to focus on French lessons. Additionally, the initial bot turn gave no response, lowering technical reliability and goal resolution."
