"chatbot_sid","time","user_id","message_count","axis1","axis2","axis3","overall_score","category_tags","issue_tags","tags","reasoning"
"7f09aa3b-b5b8-4bfc-92ef-9cc958475cb9","6/11/2026, 4:10:20 PM","1","35","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"24ecddb8-f9cb-4917-b466-02e6468d3c78","6/11/2026, 7:15:26 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"77b9c4fa-9edd-4d31-879f-db0c9fe5b22e","6/11/2026, 10:16:24 PM","30407535","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f832735d-c3b8-42ad-b785-705bea928d39","6/11/2026, 8:28:17 PM","1","53","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dfa92900-9954-42cf-8ce5-5ab3d9292a4c","6/11/2026, 8:21:26 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ea5c17c8-4e51-48e5-bfad-6b45646ffba7","6/11/2026, 9:23:40 PM","1","10","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7e66242e-0c04-459b-9845-47aabc5738de","6/11/2026, 9:39:33 PM","1","14","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"48544935-daf6-4ef5-b514-11517684799a","6/11/2026, 9:53:29 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"38b9e9f6-8dc4-4670-8180-83035ee3d385","6/11/2026, 9:24:55 PM","1","29","1","1","1","1","Speech to Text | Slotfill","Error","Slotfill | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e9706c28-621b-4b46-ae58-5741bafed388","6/11/2026, 7:37:09 PM","30508101","8","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"93b54526-17a1-4561-aa9b-04a56b8d012f","6/11/2026, 6:34:59 AM","30550443","47","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"5ef33833-e208-4796-8eff-963bc3cf1bbd","6/11/2026, 6:24:41 PM","1","8","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b29da38c-9fc9-4994-a734-22f65fb0dd56","6/11/2026, 9:17:30 PM","1","25","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a373fc31-bd1e-43e6-a485-89d8d1f4eac3","6/11/2026, 8:40:31 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"df6a0f66-582e-4e79-8119-9a04a35c7281","6/11/2026, 9:27:12 PM","1","6","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"04f12b1c-5ae6-410a-a8b9-5309eac9dd51","6/11/2026, 9:28:57 PM","30557601","15","1","1","1","1","Image Upload | Slotfill","Error","Slotfill | Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"63ae5cab-d410-4c7f-88be-5c47e2dec294","6/11/2026, 9:20:34 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3ffe9320-d86b-4d9c-95f2-c13f00f0b0a7","6/11/2026, 7:27:33 PM","1","46","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b90086ae-23f3-480e-bfde-01d15e20fb31","6/11/2026, 7:47:55 PM","1","7","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"caed83af-18e6-4779-95e7-a655f500b6a0","6/11/2026, 8:40:36 PM","29433700","21","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"65b6c401-cca6-41f1-883b-6f593139afed","6/11/2026, 9:08:22 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3ff5a5a6-0cfb-4445-9537-cc39c9136c1f","6/11/2026, 8:52:33 PM","1","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7b8134f2-56e1-4eba-bffd-f49069d5275e","6/11/2026, 7:33:16 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"637ee60e-6147-40f3-b6ff-ddd6423f8de3","6/11/2026, 8:56:41 PM","1","14","1","1","1","1","Slotfill","Error","Slotfill | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"4c85d601-0d0c-4593-a439-b5e9d7ea6bd3","6/11/2026, 3:48:00 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e5a31bf2-7356-47b3-a391-150f59490173","6/11/2026, 8:58:15 PM","30516220","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"292cda9b-977c-463f-930a-e1caa14f3b67","6/11/2026, 3:37:13 PM","1","10","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"242aaa6b-9baa-484a-b90e-ecab6ccdb99a","6/11/2026, 8:49:48 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a6c60d36-cfa8-4924-87c7-00bb29af922d","6/11/2026, 8:48:28 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9ecbe04a-2eed-4dac-b1cb-9005481a9e7d","6/11/2026, 8:33:49 PM","1","19","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9a458ddb-b6e6-4cf8-a739-ad1d5abea606","6/11/2026, 8:45:05 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"fd4e0880-dba6-4043-b5b0-e4f1aaaea178","6/11/2026, 8:21:40 PM","1","21","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3e1e78df-5c96-4692-aef9-52811ee2f0d6","6/11/2026, 8:37:44 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"597013dc-9f97-4c0b-a30b-d327954738c8","6/11/2026, 8:38:37 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dfc3cedc-28d9-469f-91ab-313b35d5bf0e","6/11/2026, 8:09:09 PM","30556911","15","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1f3f4053-0964-48f7-908c-3f7279d16e1d","6/11/2026, 7:46:13 PM","1","8","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9ead847d-006f-43f3-8f96-75563e96a2a8","6/11/2026, 8:25:03 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"cf2cc6df-5d89-4cf4-a84c-c2ccc0e89c54","6/11/2026, 7:57:20 AM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b50a53c5-2af5-41a9-a02f-5c2effcab2d6","6/11/2026, 8:13:21 PM","1","12","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7d256619-fb0b-4faf-9bdb-25e6c11af0a7","6/11/2026, 7:26:46 PM","1","10","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9a83c035-94cb-4d72-93d5-37443a953606","6/11/2026, 7:46:32 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"0be2a006-44e9-4864-823d-cb3fa27232b3","6/11/2026, 5:59:19 PM","1","20","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"26044d95-4305-4568-976d-61a6f9e5ffd6","6/11/2026, 8:12:56 PM","30564704","9","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"72a2df13-5c7c-4589-8fc9-cae4bb1838e3","6/11/2026, 8:05:48 PM","1","9","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3882809e-c937-4fa6-b86d-bda5311b52cb","6/11/2026, 8:00:39 PM","1","9","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f133d65d-68a1-4e4e-9994-fed6e070923d","6/11/2026, 8:03:21 PM","30556788","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1ef88a18-504c-4e44-8057-8b8330d61050","6/11/2026, 7:20:36 PM","1","19","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"be88ad5e-e8e2-4e4a-a05d-889d8c711fa2","6/11/2026, 8:01:25 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3aadc4db-c6a3-430a-adfa-2746bf5aac37","6/11/2026, 7:37:49 PM","1","8","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9dd91623-63cc-4bca-be96-74fe2093b57c","6/11/2026, 7:33:25 PM","1","22","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c6fe4945-668a-4f54-a1f7-c06c58742bf1","6/11/2026, 7:28:42 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a74186ff-0f0d-40ed-aefe-0cf414633d51","6/11/2026, 7:22:36 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1b2afa40-caee-45ac-803a-b86d1bb2f8ce","6/11/2026, 7:37:29 PM","1","4","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2408e7d5-86f4-4afd-8d5d-6987a68a211f","6/11/2026, 7:31:46 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ea0fa90e-1736-4fdc-bb55-836af5fdcc45","6/11/2026, 6:24:09 PM","1","20","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"98b38ab1-695b-4b71-8eac-a9e0a6e82742","6/11/2026, 7:16:22 PM","30556303","5","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"be811c89-b047-4406-ba06-15857c00c715","6/11/2026, 7:26:50 PM","1","4","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dd6a6b35-52f6-434a-97fa-5a289e53a44d","6/11/2026, 7:19:56 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"fb2b611f-c3de-480b-ae45-e6633128b22d","6/11/2026, 3:50:05 PM","1","12","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e9542dc7-47da-4eab-b637-0d0d56235c53","6/11/2026, 7:20:00 PM","1","4","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"866c1307-257f-4bf2-8048-7adce2446877","6/11/2026, 6:28:32 PM","30555865","25","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f40d8f8b-b385-44d7-8a2d-5cfcb596043d","6/11/2026, 5:34:02 PM","1","8","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ad3575fb-fc97-4762-a900-8fc460c186be","6/11/2026, 7:03:38 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"96ca11af-005e-4603-8ad0-c40ba6802dfd","6/11/2026, 6:59:27 PM","1","4","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b672774b-cd0a-418d-8694-508c21e90196","6/11/2026, 6:46:10 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"39cc00a4-e340-47cf-801f-a67d114041d4","6/11/2026, 6:55:57 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7bed158f-0240-4a4a-99e5-d5ed63d3e601","6/11/2026, 6:40:58 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2d620769-a489-4b31-b964-36996fa16635","6/11/2026, 6:40:10 PM","1","6","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3b02493f-d871-4d8e-bf25-b472ad69b911","6/11/2026, 6:26:53 PM","30555806","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2e248747-96d2-4766-a269-fd6d7b924790","6/11/2026, 5:56:24 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f9704b64-0529-4194-9133-2e998c4ebd07","6/11/2026, 12:49:39 PM","1","13","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dfa1d21f-9caf-4b34-85c5-b7fd11d758ba","6/11/2026, 5:40:29 PM","1","12","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"4374abaa-32ce-4d4f-8154-004498870fba","6/11/2026, 8:33:31 AM","30495049","7","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"07c4f9d6-faa9-46c5-8735-89a611625f19","6/11/2026, 5:29:33 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"06a29889-0d20-49ea-9a81-cdf4c31bcaa9","6/11/2026, 5:19:29 PM","30554967","7","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"d0c11850-2684-49fc-9167-4f86210a9ed2","6/11/2026, 10:48:05 AM","1","27","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: read ECONNRESET"
"3bac33a3-54ec-49ff-a95a-bb63217c813d","6/11/2026, 5:16:33 PM","1","8","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: read ECONNRESET"
"04a715fb-3ead-48f2-8d3e-34aead5c9f38","6/11/2026, 5:16:29 PM","1","6","1","1","1","1","","Error","Error","Error: read ECONNRESET"
"ee1ced1f-fbee-4e76-a9a5-543e6a337fa8","6/11/2026, 4:58:58 PM","1","12","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: read ETIMEDOUT"
"146fc7fb-6701-49fa-a0d0-6cf195abf3b8","6/11/2026, 5:20:42 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: read ETIMEDOUT"
"36d30fa9-e0ca-45a4-a1e5-b9950bbffd01","6/11/2026, 5:25:59 PM","1","3","1","1","1","1","","Error","Error","Error: read ETIMEDOUT"
"3663a9d6-d2cd-4af1-95ca-1883adb888a3","6/11/2026, 5:25:20 PM","1","3","1","1","1","1","","Error","Error","Error: read ETIMEDOUT"
"7a456d48-6145-4680-8340-57e9156f2343","6/11/2026, 11:13:07 AM","1","6","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: read ETIMEDOUT"
"5a483355-6128-40e0-8849-3c9a2a9e96da","6/11/2026, 5:22:00 PM","1","4","1","1","1","1","","Error","Error","Error: read ETIMEDOUT"
"b05e2ea4-e92c-40eb-925a-e031f82dd24e","6/11/2026, 4:43:15 PM","1","5","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: read ETIMEDOUT"
"f6a81e78-7f4e-4316-9609-66b993c89b03","6/11/2026, 11:43:49 PM","30558613","7","1","1","1","2","Academic | Image Upload | Slotfill","Unwanted Template Push | Level/Board Mismatch | Correction Ignored","Slotfill | Image Upload | Unwanted Template Push | Level/Board Mismatch | Correction Ignored","The session is academic with multiple math practice questions and image uploads, but the bot incorrectly pushed a CBSE TEST_PREP template despite the user's intent and language indicating a non-CBSE context. The bot also initially gave a wrong answer on a Gujarati language question and the user corrected it, showing the bot ignored the correction. These failures reduce goal resolution and reliability, and the user showed implicit frustration."
"6fe231bb-1845-4685-96d0-fc95068cef4c","6/11/2026, 9:59:24 PM","1","6","1","1","1","2","Academic | Direct Response | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The bot provided academic math practice questions and explanations but repeatedly pushed structured test-prep templates despite the user's clear requests for direct answers and explanations, causing unwanted template push and ignored corrections. This led to partial resolution with moderate user frustration. No other critical failures were detected."
"4e757e9e-738d-43ed-8750-57125075a429","6/11/2026, 7:05:20 PM","1","12","1","1","1","2","Academic | Not Math/Science | Slotfill | Specific Named Resource","Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","Slotfill | Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure | Specific Named Resource","The session is academic focused on SST with multiple user requests for practice questions from a specific science chapter. The bot repeatedly ignored the user's corrections and context, pushing irrelevant Type: TEST_PREP templates for unrelated chapters and subjects. These failures significantly lowered goal resolution and reliability, and the user showed implicit frustration by repeated re-asks."
"a74c6802-61d0-4f74-ac95-e1cf4ea9b998","6/11/2026, 8:45:53 PM","1","13","1","1","1","2","Academic | Speech to Text | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with multiple user clarifications on statistics concepts and class interval adjustments. The bot provided detailed explanations but failed to fully resolve the user's confusion, leading to repeated re-asks. Additionally, the bot pushed a practice question template out-of-scope for the user's intent, causing an unwanted template push issue."
"c7998867-2154-4f1f-b25c-45220ad6cd50","6/11/2026, 9:50:57 PM","1","8","1","1","1","2","Academic | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The bot correctly answered chemistry queries and provided chapter summaries using slotfill templates. However, the user wanted a professional, longer summary rather than a slotfill output, and the bot repeated the same summary after the user's correction, indicating ignored feedback and an unwanted template push. Overall, the session is mostly successful but marred by these issues."
"4b84677c-d890-4058-8ace-8e79e629ef81","6/11/2026, 7:07:22 PM","30407535","13","1","1","1","2","Academic | Image Upload | Slotfill","Incorrect Answer | Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Incorrect Answer | Unwanted Template Push | Correction Ignored","The session is academic with multiple image uploads and slotfill usage. The bot provided detailed math explanations but failed to correctly interpret and answer the physics velocity-time graph question, giving inconsistent and incorrect distance calculations. The bot also pushed an out-of-scope TEST_PREP template despite the user wanting direct explanations, and ignored user corrections, leading to multiple critical failures and user frustration."
"3ab2eb10-6dbf-461f-b687-66b8f76328d1","6/11/2026, 2:47:38 PM","1","7","1","1","1","2","Academic | Speech to Text | Slotfill","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with practice question requests and speech-to-text input, but the bot repeatedly refused to provide direct answers and instead pushed structured TEST_PREP templates that did not fit the user's intent. The user re-asked for answers, but the bot ignored the correction and maintained refusal, resulting in multiple failure tags and low scores."
"ff1f2e78-9e70-4f8b-bc64-b13cc0cfd7dd","6/11/2026, 8:30:53 PM","1","7","1","1","1","2","Academic | Image Upload | Speech to Text | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with math practice and includes image upload and speech-to-text modalities. The bot initially misunderstood the user's fraction expression, requiring correction, and later pushed a test-prep template when the user wanted direct answers, causing user frustration. Overall, the bot partially resolved the user's intent but with notable issues in handling corrections and inappropriate template use."
"1589c883-e21b-44a7-b9e3-541255520090","6/11/2026, 7:17:56 PM","30469133","4","1","1","1","2","Academic | Image Upload | Slotfill","Unwanted Template Push | Correction Ignored | Completion Refusal","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored | Completion Refusal","The session is academic with math and physics content and includes an image upload and slotfill template usage. The bot incorrectly ignored the user's correction about the subject and pushed an out-of-scope TEST_PREP template, refusing to fully solve the user's physics questions at once. These failures justify low scores on goal resolution, technical reliability, and user sentiment."
"2c0a95ca-0ad9-4e26-b849-8e450a6686ef","6/11/2026, 8:56:06 PM","1","4","1","1","1","2","Academic | Non-CBSE Board | Speech to Text | Slotfill","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","The session is academic with a focus on mock/practice questions for exponents, but the user explicitly requested ICSE board content while the bot repeatedly provided CBSE TEST_PREP templates. This mismatch caused multiple failures including unwanted template push, level/board mismatch, class mismatch, and correction ignored due to repeated user re-asks without resolution. The user sentiment is implicitly frustrated, reflected in a low user sentiment score."
"28010c2c-a953-4b8c-8c64-f49fb877cf8d","6/11/2026, 8:34:21 PM","1","5","1","1","1","2","Academic | Speech to Text | Slotfill","Correction Ignored | Unwanted Template Push | Class Mismatch","Slotfill | Speech to Text | Correction Ignored | Unwanted Template Push | Class Mismatch","The session is academic with a focus on biology practice questions for class 10. The bot repeatedly uses TEST_PREP slotfill templates, some targeting the wrong class and not matching the user's request for direct questions, causing user frustration and repeated re-asks. These failures reduce goal resolution and technical reliability, with user sentiment showing implicit frustration."
"bf8315b7-f0c2-4df1-b2f3-7e6de16b0997","6/11/2026, 7:04:26 PM","1","10","1","1","1","2","Academic | Speech to Text | Slotfill | Specific Named Resource","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored | Specific Named Resource","The session is academic with multiple requests for practice questions on a specific chapter, using speech-to-text and slotfill templates. However, the bot repeatedly pushed structured TEST_PREP templates outside their valid scope and failed to properly address user corrections, leading to partial resolution and some user frustration."
"9f7727bc-cd9f-40ed-ac09-eeb968a93fc9","6/11/2026, 6:25:30 PM","1","3","1","1","1","2","Academic | Image Upload | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored","The session is academic with chemistry exam preparation and includes image upload and slotfill flows. The bot used a TEST_PREP template outside its valid scope and failed to fully address the user's repeated request, resulting in Unwanted Template Push and Correction Ignored tags. These critical failures lowered the goal resolution and technical reliability scores, with user sentiment reflecting implicit frustration."
"907a5f97-028e-4592-8b21-db3d82662db0","6/11/2026, 4:53:57 PM","1","7","1","1","1","2","Academic | Not Math/Science | Speech to Text | Slotfill","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with a focus on study planning but involves non-math/science subjects. The bot used slotfill templates inappropriately, ignoring the user's repeated clarifications and requests for a more interactive solution, leading to user frustration. No critical factual errors or context failures were found, but the failure to adapt to user needs lowered the resolution and user sentiment scores."
"4f012566-1c1f-41eb-9e8a-1bd551c7d2c4","6/11/2026, 4:19:17 PM","30554512","9","1","1","1","2","Academic | Slotfill","Unwanted Template Push | Class Mismatch | Correction Ignored","Slotfill | Unwanted Template Push | Class Mismatch | Correction Ignored","The session is academic with practice questions and slotfill usage. The bot incorrectly pushed a Grade 3 test prep template despite the user being in 7th grade, constituting a class mismatch and unwanted template push. Additionally, the bot ignored the user's correction and continued the same flow, leading to a correction ignored tag and lowered scores."
