chatbot_sid,time,user_id,message_count,axis1,axis2,axis3,overall_score,category_tags,discovery_tags,issue_tags,tags,reasoning
"51469cf8-2136-42c2-93bb-ed0389a79a4a","","30734699",50,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2c698327-f0ea-4eda-b6a5-711285b6d6b1","7/4/2026, 10:11:49 AM","1",10,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b8131c11-756b-4e43-a171-2d18aacd46a0","","1",10,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"60eb5023-4df7-40c1-89b4-c9a7e216efa7","","1",13,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"bdb90ecf-a571-489d-81d2-a7b55dad6d66","","1",5,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"814d5e65-f028-4680-9e1d-98e5f26e3210","","1",4,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ca68f4c1-4c14-44b5-bcec-209cc4a3e9bb","","30567007",5,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2887eb51-58b7-4761-a6c8-76f747a1a55c","7/4/2026, 12:25:49 AM","1",44,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3e9ff8b7-2751-4976-87d7-8aab9e7c8072","","1",6,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"b7e1c7e1-23be-4561-969a-95792df8c728","","1",7,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c447b732-475c-4b7c-956e-3804e87f4120","","1",5,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b855231b-c6b0-4074-aa08-a398a09048a9","","1",10,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2466fc23-38bd-4111-8bfc-f6f3d98a0f01","","1",4,1,1,1,1,"","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"6daca4e9-02a6-4f92-86e3-dfe11f6f6e04","","1",23,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"4e033e24-a2ce-438c-94e2-bda49b30e75b","","30573404",39,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: read ECONNRESET"
"de55aa5c-0468-4c38-bd7b-16c7109df9c8","","1",18,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"80c633cc-c553-452b-a98d-ea9d898cd683","","1",4,1,1,1,1,"Speech to Text","","Error","Speech to Text | Error","Error: read ECONNRESET"
"39f90e9b-b9d5-4d51-978c-bacce2ab0cdf","","29159688",8,1,1,1,1,"Image Upload","","Error","Image Upload | Error","Error: connect ETIMEDOUT 162.159.140.245:443"
"2b40a49a-4fcd-48aa-b4b5-c1b94fd56b0b","","1",7,1,1,1,1,"Image Upload | Speech to Text | Slotfill","","Error","Slotfill | Image Upload | Speech to Text | Error","Error: read ETIMEDOUT"
"05950d60-4381-4d75-9b41-7b3c0d257dc2","","1",27,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored","The session was academic with multiple practice question requests and explicit chapter naming, triggering slotfill usage. However, the bot repeatedly pushed a structured TEST_PREP template despite the user's intent for direct help and explanations, causing unwanted template push and ignored corrections. The answers were mostly correct but the format mismatch and failure to adapt lowered goal resolution and reliability scores."
"0e047243-cfa9-4501-b84b-edf2bf9d7175","7/4/2026, 1:39:11 PM","1",11,1,1,1,2,"Academic | Specific Named Resource | Direct Response | Image Upload | Slotfill","","Incorrect Answer | Correction Ignored | Unwanted Template Push","Slotfill | Image Upload | Incorrect Answer | Correction Ignored | Unwanted Template Push","The bot failed to correctly identify and solve the user’s actual question initially, ignoring the user’s correction and continuing with incorrect assumptions. Additionally, the bot pushed a test-prep template when the user wanted direct explanations, causing user dissatisfaction. These issues resulted in low scores for goal resolution, reliability, and user sentiment."
"09cf568d-a7a5-4d18-a414-be80b84e9714","","1",7,1,1,1,2,"Academic | Mock / Practice Questions | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with a focus on math practice questions involving mean and median, including image and speech-to-text inputs and slotfill templates. However, the bot failed to respond initially, causing an Image Gone Exception, and pushed an unwanted TEST_PREP template that did not match the user's request, ignoring user corrections. These critical and moderate failures reduce goal resolution and reliability, with user sentiment showing implicit frustration."
"ecc10323-8cbb-475e-9438-9112d4fa8c8c","","1",6,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with a focus on chemistry practice questions and uses speech-to-text and slotfill modalities. However, the bot pushed an out-of-scope TEST_PREP template for JEE-level questions and ignored the user's correction on the molar mass calculation, leading to unresolved user confusion. These failures lowered the goal resolution and reliability scores and caused implicit user frustration."
"c84889ec-6077-4d61-bfae-88a3fac12b3f","","1",6,1,1,1,2,"Academic | Non-CBSE Board | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Completion Refusal","Slotfill | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Completion Refusal","The session is academic with a non-CBSE board user who received an out-of-scope TEST_PREP template for CBSE math, causing multiple critical failures including unwanted template push, level/board mismatch, and class mismatch. The bot also refused to complete the user's request fully and ignored user corrections, with an initial no-response turn further degrading the experience. These issues justify the lowest scores across all axes."
"e8717d3e-d996-40f4-aa61-20e644a963c2","","1",12,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Incorrect Answer | Correction Ignored | Unwanted Template Push","Slotfill | Incorrect Answer | Correction Ignored | Unwanted Template Push","The session is academic with multiple practice question sets and named chapters, but the bot failed to provide fully correct answers and ignored user corrections. The bot also pushed structured TEST_PREP templates outside their valid scope and had an initial non-response, lowering the overall quality. User sentiment shows implicit frustration due to repeated corrections and incomplete resolutions."
"d5e9d54d-b0e2-4820-9468-99c0833be22a","","1",4,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on trigonometry practice questions and formulas. The bot initially failed to respond, then pushed an out-of-scope TEST_PREP template despite the user's intent for direct formula lists, which the user re-asked for without resolution. These failures justify low scores on goal resolution and technical reliability, with user sentiment reflecting implicit frustration."
"e39029d6-3721-4193-aeb9-e6121666ddc2","","1",7,1,1,1,2,"Academic | Mock / Practice Questions | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with chemistry and physics content including image uploads and speech-to-text inputs. The bot failed initially by not responding to the first user input with an image, causing an Image Gone Exception. Later, the bot pushed an out-of-scope TEST_PREP template for NEET questions, which the user did not want, and ignored the user's clarifications and corrections, leading to Correction Ignored. These failures significantly lowered the goal resolution and technical reliability scores, with implicit user frustration reflected in the sentiment score."
"4d0f8873-c97f-44ad-96b1-51aa59941312","","1",27,1,1,1,2,"Academic | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored","The session is academic with chemistry exam preparation involving speech-to-text and slotfill template usage. The bot incorrectly pushed CBSE TEST_PREP templates despite the user specifying a non-CBSE board and needing direct help, ignoring user corrections. This led to multiple failures including unwanted template push, level/board mismatch, and correction ignored, lowering the resolution and reliability scores."
"b50b0c7f-545c-4f96-85e4-91fa42ee0e8a","","1",3,1,1,1,2,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with practice question intent but the bot failed to provide a direct answer and refused to fulfill the user's request, instead pushing an unwanted template. The initial no-response bot turn and the ignored user re-asks indicate poor handling and incomplete resolution. These failures justify low scores on goal resolution, reliability, and user sentiment."
"0a991be6-ebb0-4eef-927a-5c237264cb18","","1",8,1,1,1,2,"Academic | Non-CBSE Board | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","The session is academic with a non-CBSE board user requesting Tamil Nadu State Board content. The bot incorrectly pushed a CBSE Class 10 Type: TEST_PREP template, ignoring the user's board and intent, causing multiple critical failures including Unwanted Template Push, Level/Board Mismatch, Class Mismatch, and Correction Ignored. These failures severely impact goal resolution and technical reliability, with user sentiment showing implicit frustration."
"4942dc90-3c01-4b06-9bc3-e9778692b6a4","","1",5,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored | Gone Exception","Slotfill | Unwanted Template Push | Correction Ignored | Gone Exception","The bot failed to respond on two turns, resulting in a Gone Exception, and pushed an inappropriate TEST_PREP template that did not match the user's request for Hindi questions, causing Unwanted Template Push. The user re-asked the same intent after the bot's failure, but the bot did not correct or address the issue, leading to Correction Ignored. These critical failures severely impacted goal resolution and technical reliability."
"d6dd734a-2a3a-494c-a2dd-398bb2d7e2be","","30774657",6,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored | Class Mismatch","Slotfill | Unwanted Template Push | Correction Ignored | Class Mismatch","The session is academic with multiple requests for fraction test papers for class 6, but the bot fails to provide direct answers and instead repeatedly returns the same slotfill template. The initial no-response bot turn and repeated ignored corrections degrade the user experience. The class mismatch arises from the bot referencing multiple lessons ambiguously, and the slotfill usage is inappropriate given the user's direct requests."
"a9e6006c-c4bd-47f0-a15b-a2dbf0ae10bc","","30687104",7,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with math practice questions and slotfill usage. The bot failed to provide a response in the first turn, and later pushed an out-of-scope TEST_PREP template despite the user wanting direct explanations, causing correction ignored and unwanted template push issues. These critical failures lower the goal resolution and reliability scores, with some implicit user frustration reflected in the sentiment score."
"d95b0a48-342a-4583-8d83-40fc7a71dca8","","30774645",5,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored | Completion Refusal","The session is academic with a focus on science practice questions and includes speech-to-text and slotfill modalities. The bot failed to properly address the user's repeated requests, refused to fully comply citing learning reasons, and initially gave no response. These failures led to multiple issue tags and low scores on goal resolution, reliability, and user sentiment."
"39778fb3-01a0-41e3-83de-2fba52da8681","","1",6,1,1,1,2,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Correction Ignored | Unwanted Template Push","Slotfill | Speech to Text | Correction Ignored | Unwanted Template Push","The session is academic with a request for quiz questions but the bot misinterpreted the user's unclear request and pushed an inappropriate TEST_PREP template. The user repeated the same question about 'veerana numbers' indicating the bot's failure to resolve the intent. These issues lowered goal resolution and technical reliability, with user sentiment showing implicit frustration."
"7f06f24f-be97-4079-a599-e74099229897","","30774415",8,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored","The session is academic with a focus on math practice questions, but the bot incorrectly pushed a CBSE-class 6 test-prep template despite the user specifying SSC board, causing a board and class mismatch. The user corrected the bot's answer interpretation, but the bot failed to fully adapt, resulting in correction ignored. These critical issues significantly lowered goal resolution and technical reliability scores."
"4f4b68d6-07c5-4baa-a166-714ec2289bcf","","1",47,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with multiple practice questions and explanations, including image and speech-to-text inputs. However, the bot incorrectly used a TEST_PREP template outside its valid scope and failed to fully address the user's corrections, leading to unwanted template push and ignored corrections. Despite these issues, the user sentiment remained positive."
"ef17dc12-7696-40a3-9da1-b295d4a7b3ff","","1",13,1,1,1,2,"Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a focus on social studies and practice questions. However, the bot repeatedly pushed test-prep templates inappropriate for the subject and user intent, ignoring user corrections about chapter topics. This led to partial resolution and moderate technical issues, with some user frustration evident."
"aa6996e6-bd0b-4f40-905b-33d0f2f43223","","1",6,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic with practice question requests and specific chapter references, but the bot failed to respond initially and repeatedly pushed inappropriate TEST_PREP templates despite user clarifications. The bot ignored user corrections and did not provide direct answers, resulting in multiple critical failures and low scores."
"0750edd4-8bdd-4700-b99b-6d3ab45c4653","","1",10,1,1,1,2,"Academic | Non-CBSE Board | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Context Handling Failure","Slotfill | Image Upload | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Context Handling Failure","The session is academic with a non-CBSE board user who explicitly corrected the bot's initial assumption, but the bot ignored this and pushed a CBSE class 11 TEST_PREP template, which is out of scope. The bot also failed to respond on the first turn, causing a gone exception. These critical failures severely impacted goal resolution and reliability, and the user expressed dissatisfaction."
"1f034fc5-ed63-4cce-b883-8babeaae7222","","1",3,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","Slotfill | Unwanted Template Push | Correction Ignored | Class Mismatch | Context Handling Failure","The session is academic with a clear request for math practice questions from specific chapters, but the bot fails to respond initially and then provides irrelevant or mismatched class-level content using slotfill templates. The bot ignores the user's repeated clarifications, causing correction ignored and context handling failures. The presence of a no-response turn and out-of-scope TEST_PREP slotfills leads to multiple critical issues and a low overall score."
"b76e2f79-0e25-4197-8e79-0675df2309b1","","1",10,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push | Correction Ignored | Context Handling Failure","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored | Context Handling Failure","The session is academic with multiple practice question requests and image uploads. The bot failed to handle context properly by re-asking for information already given, pushed an unwanted TEST_PREP template despite the user's request for direct answers, and ignored the user's correction to provide a direct answer. These failures lowered the goal resolution and reliability scores and caused implicit user frustration."
"57413fd6-97bc-4574-8c99-d571134776af","","30669494",17,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with multiple practice question requests and NCERT references, but the bot refused full explanations and pushed test-prep templates outside the valid scope, ignoring user corrections and starting with a no-response turn. These failures significantly impacted goal resolution and reliability, with some user implicit frustration evident."
"76e75884-8481-4e81-9b6d-20f7a8072cde","","1",4,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with a clear request for board exam questions from a specific chapter. The bot failed to respond initially and then repeatedly pushed a test-prep template that does not fully match the user's intent, ignoring the user's rephrased requests. These failures result in low scores for goal resolution, technical reliability, and user sentiment."
"152081a1-3ada-40ce-a341-8e858c6bb035","","1",4,1,1,1,2,"Academic | Specific Named Resource | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with specific curriculum references and uses slotfill templates. However, the bot failed to respond initially, then repeatedly pushed inappropriate TEST_PREP templates despite the user's request for direct explanations, ignoring the user's correction. This led to multiple critical failures and low scores, with some implicit user frustration."
"295055fb-3a87-4f68-b554-8e27c330e7f8","7/4/2026, 7:59:15 PM","1",3,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Slotfill","","Unwanted Template Push | Class Mismatch | Correction Ignored","Slotfill | Unwanted Template Push | Class Mismatch | Correction Ignored","The session is academic with a focus on plant classification and practice questions, but the bot incorrectly pushed a test-prep template for class 6 instead of class 9, ignoring the user's explicit class and chapter. The user re-asked the request due to the bot's failure to provide a relevant response, resulting in multiple critical issues and low scores."
"797ec49e-f7e2-499a-b1fa-afd74740b19c","","30773879",6,1,1,1,2,"Academic | Non-CBSE Board | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Completion Refusal","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Completion Refusal","The session is academic with multiple practice question requests for a non-CBSE board and specific chapters. The bot failed by ignoring the user's board and chapter corrections, pushing out-of-scope CBSE TEST_PREP templates, and refusing to provide the requested full test paper. The initial no-response turn and repeated failures caused low scores on goal resolution and reliability, with user frustration evident."
"8ae82dc1-446a-4ec1-b3d4-729ffaafc280","","1",4,1,1,1,2,"Academic | Not Math/Science | Specific Named Resource | Direct Response | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The bot provided a structured summary template when the user requested a simple summary, which the user implicitly rejected by asking for a brief explanation. This indicates an unwanted template push and a failure to address the user's intent fully, causing the user to re-ask. There are no critical factual errors or context failures, but the format mismatch and ignored correction reduce the scores."
"862c5e87-6317-405b-af4d-66197cbca27e","7/4/2026, 1:11:15 PM","1",20,1,1,1,2,"Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Correction Ignored","The session is academic focused on English grammar homework with image uploads and speech-to-text inputs. The bot repeatedly used slotfill templates inappropriate for the user's direct homework help requests, causing user frustration and repeated re-asks that the bot failed to resolve. This led to multiple critical failures and low scores across all axes."
"91bb81c9-b9e4-4487-87f4-a0154287cf91","","1",10,1,1,1,2,"Academic | Non-CBSE Board | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Completion Refusal | Context Handling Failure","Slotfill | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Correction Ignored | Completion Refusal | Context Handling Failure","The session is academic with a non-CBSE board user who seeks homework help. The bot incorrectly pushed a CBSE TEST_PREP template, ignored user-provided context multiple times, and refused to complete homework, leading to repeated user re-asks. Additionally, the initial bot turn was empty despite user input, further degrading the experience."
"dc432393-38f7-412a-ba8c-5114872b06f2","","1",5,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The session is academic with math practice questions and slotfill usage. The bot failed to respond initially and later pushed an inappropriate TEST_PREP template that did not match the user's direct challenge intent. The user repeated requests indicating frustration, resulting in multiple critical failures and low scores."
"df9400d6-155c-4824-a002-b2baecefa2f8","7/4/2026, 11:16:38 AM","30770359",51,1,1,1,2,"Academic | Non-CBSE Board | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill","","Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure | Image Gone Exception","Slotfill | Image Upload | Speech to Text | Unwanted Template Push | Level/Board Mismatch | Class Mismatch | Correction Ignored | Context Handling Failure | Image Gone Exception","The session is an academic conversation focused on Kerala state syllabus Social Science and Hindi, involving practice questions and textbook content. The bot repeatedly failed to handle user context properly, ignored corrections, and pushed inappropriate CBSE math/science test-prep templates for a non-CBSE board and non-math/science subjects. Additionally, the bot failed to respond to some image inputs and was slow, leading to user frustration."
"908c2cae-bff2-4309-a3c3-9185e7821153","7/4/2026, 3:32:59 PM","1",3,1,1,1,2,"Academic | Mock / Practice Questions | Slotfill","","Unwanted Template Push | Correction Ignored","Slotfill | Unwanted Template Push | Correction Ignored","The bot provided structured test-prep templates outside the valid scope, ignoring the user's correction to focus only on HCF questions. This led to an unwanted template push and failure to adapt the response style, resulting in partial resolution and user frustration."
"257c81fd-5742-4eca-a872-be3a40f74f8e","","1",6,1,1,1,2,"Academic | Mock / Practice Questions | Speech to Text | Slotfill","","Unwanted Template Push | Completion Refusal | Correction Ignored","Slotfill | Speech to Text | Unwanted Template Push | Completion Refusal | Correction Ignored","The session is academic with a focus on math practice questions using speech-to-text and slotfill templates. The bot repeatedly refuses to fully satisfy the user's request for 50 MCQs with answers, citing learning reasons, and pushes structured TEST_PREP templates despite the user's preference for direct answers, causing correction ignored and unwanted template push failures. These issues lower the goal resolution and technical reliability scores, with user sentiment reflecting implicit frustration."
"0d8aff9a-7f87-4687-b9fd-90e8c71c9a75","","30773138",8,1,1,1,2,"Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill","","Unwanted Template Push | Correction Ignored | Incorrect Answer | Context Handling Failure","Slotfill | Image Upload | Unwanted Template Push | Correction Ignored | Incorrect Answer | Context Handling Failure","The session is academic with multiple practice question requests and image uploads. The bot incorrectly used a test-prep template outside the user's clear intent for direct explanations, ignored earlier context about class 8, and provided some incorrect or unclear math explanations. These failures lowered goal resolution and technical reliability, with user re-asks indicating frustration."
